eu_es,ordinanza_attuale,oc_os,regione,prov,comune,cup,cup_master_unico,intervento_nome,soggetto_attuatore,importo_programmato,fase_di_avanzamento_al_22_dicembre_2024,url_opencup,pro_com_t
EU_2899,OC_48,OC,MARCHE,MC,Bolognola,I89G19000490002,,"mensa pubblica; delocal. Sede Proloco e ripristino campo giochi, bagni pubblici e attrezzature ospitalità",Comune di Bolognola,110000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I89G19000490002,043005
EU_29,OC_109,OC,ABRUZZO,TE,Torano Nuovo,C58C19000780001,,PALESTRA COMUNALE E SALA POLIFUNZIONALE,COMUNE TORANO NUOVO,1379800.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C58C19000780001,067042
EU_2900,OC_48,OC,MARCHE,MC,Caldarola,B95H19000010002,,"Completamento Centro polivalente attività sociali",Comune di Caldarola,90000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B95H19000010002,043006
EU_2901,OC_48,OC,MARCHE,MC,Camerino,E19H19000630001,,Palestra/geostruttura,Comune di Camerino,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E19H19000630001,043007
EU_2902,OC_48,OC,MARCHE,MC,Camerino,H11B19000320002,,Elisuperficie esistente,ASUR,61000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11B19000320002,043007
EU_2903,OC_48,OC,MARCHE,MC,Camerino,E14F17000720002,,Elisuperficie esistente - Ponte La Trave,Unione Montana Marca di Camerino,79300.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14F17000720002,043007
EU_2904,OC_48,OC,MARCHE,MC,Camporotondo di Fiastrone,C23D19000160001,,"Attività per anziani e ragazzi; acquisto piccole attrezzature",Comune di Camporotondo di Fiastrone,72000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C23D19000160001,043008
EU_2905,OC_48,OC,MARCHE,AP,Castel di Lama,C75H18000710005,,Risanamento copertura palestra comunale,Comune di Castel di Lama,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C75H18000710005,044011
EU_2906,OC_48,OC,MARCHE,MC,Castelraimondo,F37D18001000006,,"Arredi e attrazzature per Centro ""Lanciano Forum""",Comune di Castelraimondo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F37D18001000006,043009
EU_2907,OC_48,OC,MARCHE,MC,Castelraimondo,F34F19000030002,,Elisuperficie esistente,Comune di Castelraimondo,64660.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F34F19000030002,043009
EU_2910,OC_48,OC,MARCHE,AP,Castignano,,,,,,FA_9 - Collaudo,,044012
EU_2912,OC_48,OC,MARCHE,AN,"Cerreto d'Esi",B52I19000000001,,Riqualificazione giardini pubblici e area giochi,"Comune di Cerreto d'Esi",42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B52I19000000001,042013
EU_2913,OC_48,OC,MARCHE,MC,Cessapalombo,C56D18000200009,,Centro di aggregazione Fr. Monastero,Comune di Cessapalombo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C56D18000200009,043011
EU_2914,OC_48,OC,MARCHE,MC,Cingoli,J68E17000030005,,Centro sociale aggregazione per anziani,Comune di Cingoli,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J68E17000030005,043012
EU_2915,OC_48,OC,MARCHE,MC,Cingoli,J66F18000240002,,Elisuperficie esistente,Comune di Cingoli,12200.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J66F18000240002,043012
EU_2916,OC_48,OC,MARCHE,AP,Colli del Tronto,D19E19000650007,,"Strumenti informatici per scuola Infanzia, Primaria e Circoli anziani",Comune di Colli del Tronto,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D19E19000650007,044014
EU_2917,OC_48,OC,MARCHE,MC,Colmurano,D83B17000080001,,"Restauro/recupero mura; riqualif. Centro comunità",Comune di Colmurano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D83B17000080001,043014
EU_2918,OC_48,OC,MARCHE,AP,Comunanza,B21C19000030005,,Nuova elisuperficie,Comune di Comunanza,109800.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B21C19000030005,044015
EU_2919,OC_48,OC,MARCHE,Comuni vari,Comuni area M. Sibillini,,,Ripristino funzionale impianti sciistici,Comune di Castelsantangelo sul Nera,31000.0,FA_9 - Collaudo,,
EU_2920,OC_48,OC,MARCHE,MC,Corridonia,H92G18000360006,,"Arredi per parchi pubblici, Centro disabili, scuole, impianti sportivi",Comune di Corridonia,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H92G18000360006,043015
EU_2921,OC_48,OC,MARCHE,MC,Corridonia,H94F19000100002,,Elisuperficie esistente,Comune di Corridonia,68320.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H94F19000100002,043015
EU_2922,OC_48,OC,MARCHE,AP,Cossignano,E35H18000420006,,"Adeguamento ripristino funzionalità spogliatoi comunali",Comune di Cossignano,40000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E35H18000420006,044016
EU_2923,OC_48,OC,MARCHE,MC,Esanatoglia,E12H17000560004,,"Realizzazione spazio destinato attività ludiche/motorie",Comune di Esanatoglia,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E12H17000560004,043016
EU_2924,OC_48,OC,MARCHE,AN,Fabriano,F94F19000130002,,Elisuperficie esistente,ASUR,15860.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F94F19000130002,042017
EU_2925,OC_48,OC,MARCHE,FM,Falerone,G58C18000060002,,Spazio giochi,Comune di Falerone,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G58C18000060002,109005
EU_2926,OC_48,OC,MARCHE,MC,Fiastra,F27J18000260002,,Opere di basamento - urbanizzazione e sistemazione esterna per struttura donata,Comune di Fiastra,200000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27J18000260002,043017
EU_2927,OC_48,OC,MARCHE,MC,Fiastra,F21C19000090002,,Nuova elisuperficie,Comune di Fiastra,137000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F21C19000090002,043017
EU_2928,OC_48,OC,MARCHE,MC,Fiuminata,I49G19000080005,,"Manutenzione straordinaria ""Villa Comunale""",Comune di Fiuminata,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I49G19000080005,043019
EU_2929,OC_48,OC,MARCHE,MC,Fiuminata,I46C19000080001,,Elisuperficie esistente,Comune di Fiuminata,59780.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I46C19000080001,043019
EU_2930,OC_48,OC,MARCHE,AP,Folignano,J77B18000040005,,Riqualificazione area verde con realizzazione parco giochi e predisposizione area di ammassamento,Comune di Folignano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J77B18000040005,044020
EU_2931,OC_48,OC,MARCHE,MC,Gagliole,H59G19000190001,,Restauro e rifacimento conservativo del centro sociale esistente con abbattimento delle barriere architettoniche ed integrazione funzionale con il municipio,Comune di Gagliole,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H59G19000190001,043020
EU_2932,OC_48,OC,MARCHE,MC,Gualdo,I62I19000290002,,"Sistemazione parco ""Vittorio Veneto e parco comunale",Comune di Gualdo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I62I19000290002,043021
EU_2933,OC_48,OC,MARCHE,MC,Loro Piceno,J75E19000420002,,Illuminazione e arredo giardino Parco Girone,Comune di Loro Piceno,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J75E19000420002,043022
EU_2934,OC_48,OC,MARCHE,MC,Macerata,I84F19000030002,,Elisuperficie esistente,Comune di Macerata,61000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I84F19000030002,043023
EU_2935,OC_48,OC,MARCHE,AP,Maltignano,F55D19000030005,,Riqualificazione area urbana (Centro sportivo comunale),Comune di Maltignano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F55D19000030005,044027
EU_2936,OC_48,OC,MARCHE,FM,Massa Fermana,C25J18000200004,,Eliminazione barriere architettoniche su scuola,Comune di Massa Fermana,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C25J18000200004,109011
EU_2937,OC_48,OC,MARCHE,MC,Matelica,E94J19000220002,,Elisuperficie esistente,Comune di Matelica,58560.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E94J19000220002,043024
EU_2938,OC_48,OC,MARCHE,MC,Mogliano,E19H18000380001,,Completamento lavori restauro struttura polivalente,Comune di Mogliano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E19H18000380001,043025
EU_2939,OC_48,OC,MARCHE,FM,Monsampietro Morico,D37B18000580005,,"Adeguamento e Valorizzazione giardino pubblico ""Falcone Borsellino"" e punto di raccolta in emergenza ""Tamarindo""",Comune di Monsampietro Morico,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D37B18000580005,109012
EU_2940,OC_48,OC,MARCHE,AP,Montalto delle Marche,C17H18000880005,,Arredi Casa di riposo/residenza protetta,Comune di Montalto delle Marche,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C17H18000880005,044032
EU_2941,OC_48,OC,MARCHE,AP,Montalto delle Marche,C16J17000010001,,Scuola Primaria,Comune di Montalto delle Marche,750000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C16J17000010001,044032
EU_2942,OC_48,OC,MARCHE,FM,Montappone,D46D19000050006,,"Ristrutturazione locali comunali per attività culturali",Comune di Montappone,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D46D19000050006,109013
EU_2943,OC_48,OC,MARCHE,FM,Monte Rinaldo,H35I18000250005,,Polo ricreativo e culturale (Palazzo Fossi),Comune di Monte Rinaldo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H35I18000250005,109021
EU_2944,OC_48,OC,MARCHE,MC,Monte San Martino,D85D19000280001,,Sistemazione campo polivalente,Comune di Monte San Martino,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D85D19000280001,043032
EU_2945,OC_48,OC,MARCHE,FM,Monte Vidon Corrado,H82J19000000001,,Parco pittorico,Comune di Monte Vidon Corrado,25000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H82J19000000001,109026
EU_2946,OC_48,OC,MARCHE,MC,Monte Cavallo,C35H18001010002,,Percorso vita e area verde attrezzata al campeggio,Comune di Monte Cavallo,46136.79,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C35H18001010002,043027
EU_2947,OC_48,OC,MARCHE,AP,Montedinove,E36E20000040002,,Adeguamento piscina comunale,Comune di Montedinove,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E36E20000040002,044034
EU_2948,OC_48,OC,MARCHE,FM,Montefalcone Appennino,F54F18000380001,,"Interventi di recupero e valorizzazione area località Tiro a segno",Comune di Montefalcone Appennino,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F54F18000380001,109014
EU_2949,OC_48,OC,MARCHE,FM,Montefortino,B69E18000450002,,"Centro di aggregazione sociale locali ex farmacia - proprietà comunale",Comune di Montefortino,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B69E18000450002,109015
EU_2950,OC_48,OC,MARCHE,AP,Montegallo,H71I18000220004,,Contributo alla scuola di Montegallo,Comune di Montegallo,250000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71I18000220004,044038
EU_2951,OC_48,OC,MARCHE,AP,Montegallo,H71F18000050002,,Nuova elisuperficie,Comune di Montegallo,134200.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71F18000050002,044038
EU_2952,OC_48,OC,MARCHE,FM,Montegiorgio,E82J19000030001,,Riqualificazione struttura geodedica e accoglienza,Comune di Montegiorgio,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E82J19000030001,109017
EU_2953,OC_48,OC,MARCHE,FM,Montegiorgio,E81C19000040005,,Nuova elisuperficie,Comune di Montegiorgio,130900.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E81C19000040005,109017
EU_2954,OC_48,OC,MARCHE,FM,Monteleone di Fermo,G11E18000060001,,Polo ricreativo e culturale (Incubatore industriale),Comune di Monteleone di Fermo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G11E18000060001,109019
EU_2955,OC_48,OC,MARCHE,FM,Montelparo,H29E19000340005,,Cucina mobile e tensostruttura telonata,Comune di Montelparo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H29E19000340005,109020
EU_2956,OC_48,OC,MARCHE,AP,Montemonaco,D43B19000180005,,"Riqualificazione dell'arredo di Piazza Roma",Comune di Montemonaco,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D43B19000180005,044044
EU_2957,OC_48,OC,MARCHE,AP,Montemonaco,D41C19000150002,,Nuova elisuperficie,Comune di Montemonaco,130900.0,FA_8 - Fine Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D41C19000150002,044044
EU_2958,OC_48,OC,MARCHE,MC,Muccia,E13J19000150001,,"Realizzazione del marciapiede tra l’area S.A.E. di Pian di Giove e l’area commerciale in Loc. Maddalena",Comune di Muccia,120000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E13J19000150001,043034
EU_2959,OC_48,OC,MARCHE,MC,Muccia,E14D17000040001,,Oneri tecnici propedeutici alla progettazione della nuova scuola Elementare,Comune di Muccia,28320.3,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14D17000040001,043034
EU_2960,OC_48,OC,MARCHE,AP,Offida,C55F18000020006,,Ristrutturazione teatro Serpente Aureo,Comune di Offida,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C55F18000020006,044054
EU_2961,OC_48,OC,MARCHE,FM,Ortezzano,D23I18000280005,,Pavimentazione per area di ammassamento,Comune di Ortezzano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D23I18000280005,109029
EU_2962,OC_48,OC,MARCHE,AP,Palmiano,G71G17000070009,,Centro di prima accoglienza della Protezione civile,Comune di Palmiano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G71G17000070009,044056
EU_2963,OC_48,OC,MARCHE,MC,Penna San Giovanni,F22C18000170005,,Casa di riposo Burocchi,Comune di Penna San Giovanni,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F22C18000170005,043035
EU_2964,OC_48,OC,MARCHE,MC,Petriolo,G39G18000260005,,Interventi su strutture ricreative giardini pubblici,Comune di Petriolo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G39G18000260005,043036
EU_2965,OC_48,OC,MARCHE,MC,Pieve Torina,C57B17000120001,,Fondazioni scuole - elementare e media Paoletti e materna V. U. Betti,Comune di Pieve Torina,302466.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C57B17000120001,043038
EU_2966,OC_48,OC,MARCHE,MC,Poggio San Vicino,I75B18000590005,,Riqualificazione edificio ex scuola materna,Comune di Poggio San Vicino,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I75B18000590005,043040
EU_2967,OC_48,OC,MARCHE,MC,Pollenza,I82I19000190001,,Riqualificazione funzionale biblioteca comunale,Comune di Pollenza,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I82I19000190001,043041
EU_2968,OC_48,OC,MARCHE,MC,Ripe San Ginesio,J35H19000050006,,Recupero edificio pubblico,Comune di Ripe San Ginesio,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J35H19000050006,043045
EU_2969,OC_48,OC,MARCHE,AP,Roccafluvione,H66E18000110005,,Sistemazione impianti sportivi,Comune di Roccafluvione,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H66E18000110005,044064
EU_2970,OC_48,OC,MARCHE,AP,Rotella,C79G18000100003,,Copertura di porzione di giardino pubblico,Comune di Rotella,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C79G18000100003,044065
EU_2971,OC_48,OC,MARCHE,MC,San Ginesio,G43B17000320008,,Struttura geodetica polifunzionale,Comune di San Ginesio,120000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G43B17000320008,043046
EU_2972,OC_48,OC,MARCHE,MC,San Ginesio,B47I19000370002,,Elisuperficie esistente,UNIONE MONTANA MONTI AZZURRI,23180.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B47I19000370002,043046
EU_2973,OC_48,OC,MARCHE,MC,San Severino Marche,I51G18000580006,,"Realizzazione locali Fondazione ""Dopo di noi""",Comune di San Severino Marche,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I51G18000580006,043047
EU_2974,OC_48,OC,MARCHE,MC,San Severino Marche,H59J19000310001,,Elisuperficie esistente,ASUR,4100.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H59J19000310001,043047
EU_2975,OC_48,OC,MARCHE,MC,"Sant'Angelo in Pontano",B68E16000000002,,Nuovo Polo Scolastico,"Comune Sant'Angelo in Pontano",2400000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B68E16000000002,043048
EU_2976,OC_48,OC,MARCHE,MC,"Sant'Angelo in Pontano",B69E19000830005,,Realizzazione centro polifunzionale,"Comune di Sant'Angelo in Pontano",42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B69E19000830005,043048
EU_2977,OC_48,OC,MARCHE,FM,Santa Vittoria in Matenano,F92J19000720002,,Biblioteca com.le -Progetto corpo bandistico 2 lavagne multim.,Comune di Santa Vittoria in Matenano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F92J19000720002,109036
EU_2978,OC_48,OC,MARCHE,FM,Santa Vittoria in Matenano - Montefalcone Appennino,F97H20004220001,,Ammodernamento tratto Strada ex SS238 Valdaso,REGIONE MARCHE,5000000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F97H20004220001,
EU_2979,OC_48,OC,MARCHE,MC,Sarnano,C72G19000460005,,Acquisto arredi sportivi per la palestra della nuova scuola primaria di via Del Colle,Comune di Sarnano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C72G19000460005,043049
EU_2980,OC_48,OC,MARCHE,MC,Sefro,G83B18006670002,,Realizzazione opere per campo sportivo,Comune di Sefro,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G83B18006670002,043050
EU_2981,OC_48,OC,MARCHE,MC,Serrapetrona,D92G19000130005,,Ripristino Centro sociale Loc. Caccamo,Comune di Serrapetrona,43165.44,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D92G19000130005,043051
EU_2982,OC_48,OC,MARCHE,MC,Serravalle di Chienti,B13H18000270001,,Prefabbricato valenza sociale,Comune di Serravalle di Chienti,42000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B13H18000270001,043052
EU_2983,OC_48,OC,MARCHE,MC,Serravalle di Chienti,B14F18000370002,,Elisuperficie esistente,Comune di Serravalle di Chienti,89180.0,FA_8 - Fine Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B14F18000370002,043052
EU_2984,OC_48,OC,MARCHE,FM,Servigliano,I22E18000110001,,Area verde attrezzata,Comune di Servigliano,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I22E18000110001,109038
EU_2985,OC_48,OC,MARCHE,FM,Servigliano,I29B18000070001,,Elisuperficie esistente,Comune di Servigliano,58560.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I29B18000070001,109038
EU_2986,OC_48,OC,MARCHE,FM,Smerillo,J36E18000760001,,Centro Polivalente sportivo e ricreativo,Comune di Smerillo,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J36E18000760001,109039
EU_2987,OC_48,OC,MARCHE,MC,Tolentino,F27B17000350002,,Nuova palestra Viale Vittorio Veneto,Comune di Tolentino,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27B17000350002,043053
