stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,25/01/2025,26/01/2025,SGB,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 24 ORE DALLE 21.00 DEL 25/1 ALLE 20.59 DEL 26/1; TPL: 24 ORE,Nazionale,ADESIONE ASSEMBLEA NAZIONALE PDM/PDB PER IL GRUPPO FSI - ESCLUSI SETTORE MANUTENZ. INFRASTRUTTURE SOC. RFI E SOC. FER. SUD EST,17/12/2024,Italia,Tutte,17/12/2024 16:33,2025-01-25,2025-01-26
Effettuato,25/01/2025,26/01/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE AZIENDE CHE SVOLGONO ATTIVITA' FERROVIARIA MERCI E VIAGGIATORI,FERROVIARIO E TRASPORTO MERCI SU ROTAIA 8 ORE: DALLE 21.01 DEL 25/1 ALLE 04.59 DEL 26/1,Nazionale,ESCLUSO PERSONALE SOC. FERROVIE SUD EST,03/01/2025,Italia,Tutte,03/01/2025 14:23,2025-01-25,2025-01-26
"Revocato (include le azioni di revoca, sospensione e differimento)",24/01/2025,24/01/2025,OSP FILT-CGIL/UILT-UIL/FAISA-CISAL/UGL AUTOFERRO,Trasporto pubblico locale,"PERSONALE SOC. SAIS AUTOLINEE PROVINCE DI ENNA, RAGUSA, SIRACUSA, PALERMO, MESSINA E CATANIA",4 ORE: DALLE 09.00 ALLE 13.00,Territoriale,null,06/12/2024,Sicilia,Tutte,06/12/2024 18:19,2025-01-24,2025-01-24
Effettuato,23/01/2025,23/01/2025,COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. GEST DI FIRENZE,4 ORE: DALLE 20.00 ALLE 24.00,Territoriale,ART.2 COMMA 7 L. 146/90 E S.M.I.,21/01/2025,Toscana,Firenze,21/01/2025 11:50,2025-01-23,2025-01-23
Effettuato,23/01/2025,23/01/2025,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. CIALONE TOUR DI FROSINONE,24 ORE,Provinciale,null,10/01/2025,Lazio,Frosinone,10/01/2025 15:29,2025-01-23,2025-01-23
Effettuato,23/01/2025,23/01/2025,OST FILT CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,"PERSONALE AZIENDE TPL DELLA PROVINCIA DI FIRENZE (AUTOLINEE TOSCANE, GEST, FRATELLI ALTERINI)",4 ORE VARIE MODALITA',Provinciale,ART.2 COMMA 7 L. 146/90 E S.M.I,21/01/2025,Toscana,Firenze,21/01/2025 13:47,2025-01-23,2025-01-23
"Revocato (include le azioni di revoca, sospensione e differimento)",22/01/2025,22/01/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. GEST DI FIRENZE,24 ORE,Territoriale,null,16/11/2024,Toscana,Firenze,16/11/2024 11:48,2025-01-22,2025-01-22
Effettuato,22/01/2025,22/01/2025,"OSP FIT-CISL, UGL AUTOFERRO",Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DI PAVIA,24 ORE,Locale,null,01/12/2024,Lombardia,Pavia,01/12/2024 21:05,2025-01-22,2025-01-22
Effettuato,22/01/2025,22/01/2025,OSR FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. LA PANORAMICA DI CHIETI,3 ORE: DALLE 09.00 ALLE 12.00,Territoriale,null,11/01/2025,Abruzzo,Chieti,12/01/2025 15:01,2025-01-22,2025-01-22
"Revocato (include le azioni di revoca, sospensione e differimento)",22/01/2025,24/01/2025,OSR UGL MARE E PORTI,Marittimo,PERSONALE SOC. SIREMAR - CARONTE & TOURIST ISOLE MINORI REGIONE SICILIA,48 ORE: DALLE 08.00 DEL 22/1 ALLE 07.59 DEL 24/1,Regionale,null,10/01/2025,Sicilia,Tutte,10/01/2025 11:24,2025-01-22,2025-01-24
"Revocato (include le azioni di revoca, sospensione e differimento)",21/01/2025,21/01/2025,OSP FILT-CGIL/FIT-CISL/CAMBIAMENTI M410,Trasporto pubblico locale,PERSONALE SOC. ATAP PROVINCE DI BIELLA E VERCELLI,24 ORE,Provinciale,ADESIONE OSR UGL AUTOFERRO PIEMONTE,15/11/2024,Piemonte,Biella,15/11/2024 11:31,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OSP FILT-CGIL/FIT-CISL/CAMBIAMENTI M410,Trasporto pubblico locale,PERSONALE SOC. ATAP PROVINCE DI BIELLA E VERCELLI,24 ORE,Provinciale,null,28/11/2024,Piemonte,Biella,28/11/2024 16:23,2025-01-21,2025-01-21
"Revocato (include le azioni di revoca, sospensione e differimento)",21/01/2025,21/01/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE APPULO LUCANE DI BARI,4 ORE: DALLE 15.40 ALLE 19.39,Locale,null,15/11/2024,Puglia,Bari,15/11/2024 15:30,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE APPULO LUCANE DI BARI,4 ORE: DALLE 15.40 ALLE 19.39,Territoriale,null,28/11/2024,Puglia,Bari,28/11/2024 17:08,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOC. FERROVIE SUD EST PROVINCE DI BARI, TARANTO E LECCE",4 ORE: DALLE 15.40 ALLE 19.39,Territoriale,null,22/11/2024,Puglia,Bari,22/11/2024 18:25,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE DEL TRASPORTO SU GOMMA DELLA SOC. FERROVIE SUD EST DI BARI,4 ORE: DALLE 15.40 ALLE 19.39,Locale,null,07/01/2025,Puglia,Bari,07/01/2025 16:37,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OSR SGB FIT-CISL,Appalti ferroviari,"PERSONALE SOCIETA' COOPSERVICE STABILIMENTI DI BOLZANO, MERANO, BRENNERO E SAN CANDIDO",SECONDA META' DI LAVORO PER OGNI TURNO,Provinciale,null,09/01/2025,Trentino-Alto Adige,Bolzano,09/01/2025 12:39,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OST FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. PAOLO SCOPPIO E FIGLIO AUTOLINEE DI BARI,4 ORE: DALLE 15.40 ALLE 19.39,Locale,null,28/11/2024,Puglia,Bari,28/11/2024 18:16,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OST FILT-CGIL/FIT-CISL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. SABATO VIAGGI DI BARI,4 ORE: DALLE 15.40 ALLE 19.39,Locale,null,02/12/2024,Puglia,Bari,02/12/2024 18:22,2025-01-21,2025-01-21
Effettuato,21/01/2025,21/01/2025,OST UILT-UIL,Trasporto pubblico locale,PERSONALE SOC. SGM DI LECCE,3 ORE: DALLE 9.30 ALLE 12.30,Locale,null,23/11/2024,Puglia,Lecce,23/11/2024 11:46,2025-01-21,2025-01-21
"Revocato (include le azioni di revoca, sospensione e differimento)",20/01/2025,20/01/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/SLM-FAST-CONFSAL/ORSA FERROVIE + RSU 5,Ferroviario,PERSONALE MANUTENZIONE DELLA SOC. RFI UNITA' TERRITORIALE NORD TRENTINO E ALTO ADIGE,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,04/12/2024,Trentino-Alto Adige,Tutte,04/12/2024 13:54,2025-01-20,2025-01-20
Effettuato,18/01/2025,18/01/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ARST SEDI/DEPOSITI PROVINCIA DI SASSARI,4 ORE: SETTORE FERROVIA E METROTRANVIARIO DALLE 18.00 ALLE 22.00 - SETTORE AUTOMOBILISTICO DALLE 18.30 ALLE 22.30,Territoriale,null,31/12/2024,Sardegna,Sassari,31/12/2024 10:04,2025-01-18,2025-01-18
"Revocato (include le azioni di revoca, sospensione e differimento)",17/01/2025,17/01/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. START  ROMAGNA DEL BACINO DI FORLI'-CESENA,24 ORE,Territoriale,ART.2 COMMA 7 L. 146/90 E S.M.I.,13/01/2025,Emilia-Romagna,Forli'-Cesena,13/01/2025 11:13,2025-01-17,2025-01-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/01/2025,17/01/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. START  ROMAGNA DEL BACINO DI FORLI'-CESENA,24 ORE,Territoriale,ART.2 COMMA 7 L. 146/90 E S.M.I.,13/01/2025,Emilia-Romagna,Forli'-Cesena,13/01/2025 10:22,2025-01-17,2025-01-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/01/2025,17/01/2025,OSP UGL-TA,Aereo,PERSONALE SOC. AVIATION SERVICES PRESSO AEROPORTO DI CATANIA FONTANAROSSA,24 ORE: DALLE 00.00 ALLE 23.59,Interregionale,null,19/12/2024,Italia,Tutte,19/12/2024 16:00,2025-01-17,2025-01-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/01/2025,17/01/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL T.A.,Aereo,PERSONALE SOC. GESAP AEROPORTO DI PALERMO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,null,18/12/2024,Sicilia,Tutte,18/12/2024 16:44,2025-01-17,2025-01-17
"Revocato (include le azioni di revoca, sospensione e differimento)",13/01/2025,13/01/2025,"OSR FILT-CGIL/FIT-CISL,UILT-UIL,UGL FERROVIERI,FAST-CONFSAL,ORSA FERROVIE",Ferroviario,PERSONALE SOC. RFI SALA CIRCOLAZIONE E ORARIO DI CAGLIARI E UNITA' CIRCOLAZIONE SARDEGNA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,27/12/2024,Sardegna,Tutte,27/12/2024 14:40,2025-01-13,2025-01-13
"Revocato (include le azioni di revoca, sospensione e differimento)",12/01/2025,12/01/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,24 ORE,Locale,null,31/12/2024,Sicilia,Palermo,31/12/2024 17:20,2025-01-12,2025-01-12
Effettuato,12/01/2025,12/01/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL//FAST/ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENITALIA IMPIANTI EQUIPAGGI DELLA DBRSI ABRUZZO,8 ORE: DALLE 09.00 ALLE 16.59,Regionale,null,21/10/2024,Abruzzo,Tutte,22/10/2024 10:47,2025-01-12,2025-01-12
Effettuato,12/01/2025,12/01/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL/ORSA,Ferroviario,PERSONALE DELLA CIRCOLAZIONE E ORARIO SOC. RFI AREA FIRENZE,8 ORE: DALLE 9.00 ALLE 16.59,Territoriale,null,08/11/2024,Toscana,Firenze,08/11/2024 10:57,2025-01-12,2025-01-12
Effettuato,10/01/2025,10/01/2025,ASSEMBLEA NAZIONALE  LAVORATORI MANUTENZIONE INFRASTRUTTURA RFI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,24 ORE: INTERA PRESTAZIONE LAVORATIVA,Nazionale,null,25/11/2024,Italia,Tutte,25/11/2024 22:08,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,COBAS LAVORO PRIVATO/COORDINAMENTO FERROVIERI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,24 ORE: INTERA PRESTAZIONE LAVORATIVA,Nazionale,null,25/11/2024,Italia,Tutte,25/11/2024 22:15,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,4 ORE CON MODALITA' TERRITORIALI,Nazionale,null,06/11/2024,Italia,Tutte,06/11/2024 12:54,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,24 ORE,Interregionale,null,05/12/2024,Italia,Tutte,06/12/2024 09:22,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE DELLA CALABRIA PRESSO CENTRO AUTOMOBILISTICO DI GIOIA TAURO (RC),4 ORE: DALLE 11.30 ALLE 15.30,Territoriale,null,14/11/2024,Calabria,Reggio Calabria,15/11/2024 09:45,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. SPD PRESSO AEROPORTO DI MILANO LINATE,4 ORE: DALLE 12.00 ALLE 16.0,Nazionale,null,16/12/2024,Italia,Tutte,16/12/2024 14:35,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,OST CUB TRASPORTI,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,03/12/2024,Italia,Tutte,03/12/2024 11:32,2025-01-10,2025-01-10
Effettuato,10/01/2025,10/01/2025,OST CUB TRASPORTI,Aereo,PERSONALE SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,03/12/2024,Italia,Tutte,03/12/2024 12:05,2025-01-10,2025-01-10
Effettuato,09/01/2025,10/01/2025,CUB TRASPORTI,Ferroviario,PERSONALE SOC. RFI MANUTENZIONE INFRASTRUTTURA FERROVIARIA,24 ORE: DALLE 21.00 DEL 9/1 ALLE 20.59 DEL 10/1,Nazionale,null,24/12/2024,Italia,Tutte,24/12/2024 12:54,2025-01-09,2025-01-10
Effettuato,08/01/2025,09/01/2025,OSP UGL MARE E PORTI,Marittimo,PERSONALE SOC. RIMORCHIATORI NAPOLETANI PRESSO IL PORTO DI TARANTO,24 ORE: DALLE 12.00 DELL'8/1 ALLE 12.00 DEL 9/1,Locale,null,04/12/2024,Puglia,Taranto,04/12/2024 17:13,2025-01-08,2025-01-09
Effettuato,08/01/2025,09/01/2025,OSR UGL MARE E PORTI,Marittimo,PERSONALE SOC. SIREMAR - CARONTE & TOURIST ISOLE MINORI REGIONE SICILIA,24 ORE: DALLE 08.00 DELL'8/1 ALLE 07.59 DEL 9/1,Regionale,null,15/11/2024,Sicilia,Tutte,15/11/2024 13:35,2025-01-08,2025-01-09
